wreck_num,wreck_name,wdpa_gid,wdpa_name
19.0,Annapolis HMCS (DDH-265),140004,Halkett bay park
23.0,Um El Faroud MV,209537,Rdumijiet ta' Malta: Ix-Xaqqa sa Wied Moqbol
23.0,Um El Faroud MV,71469,Rdum mic-Cirkewwa sa Benghisa
23.0,Um El Faroud MV,71540,Rdumijiet ta' Malta
23.0,Um El Faroud MV,71644,Rdumijiet ta' Malta: Ix-Xaqqa sa Wied Moqbol
23.0,Um El Faroud MV,203659,Rdumijiet ta' Malta: Ir-Ramla tac-Cirkewwa sal-Ponta ta' Benghisa
28.0,HMNZS Wellington,120434,Taputeranga
37.0,Beyond,164168,Waters off New Jersey
37.0,Beyond,164297,Southern Nearshore
37.0,Beyond,164292,Mid-Atlantic Coastal Waters Area
38.0,Peregrine,164168,Waters off New Jersey
38.0,Peregrine,164297,Southern Nearshore
38.0,Peregrine,164292,Mid-Atlantic Coastal Waters Area
39.0,The Boat,164297,Southern Nearshore
39.0,The Boat,164292,Mid-Atlantic Coastal Waters Area
40.0,Hancock Barge,164168,Waters off New Jersey
40.0,Hancock Barge,164297,Southern Nearshore
40.0,Hancock Barge,164292,Mid-Atlantic Coastal Waters Area
41.0,Sam Berman MV,164168,Waters off New Jersey
41.0,Sam Berman MV,164297,Southern Nearshore
41.0,Sam Berman MV,164292,Mid-Atlantic Coastal Waters Area
42.0,Cape Fear MFV (655734),164297,Southern Nearshore
42.0,Cape Fear MFV (655734),164292,Mid-Atlantic Coastal Waters Area
43.0,Steel Barge No.335,164297,Southern Nearshore
43.0,Steel Barge No.335,164292,Mid-Atlantic Coastal Waters Area
44.0,Captain Sam MFV,164297,Southern Nearshore
44.0,Captain Sam MFV,164292,Mid-Atlantic Coastal Waters Area
45.0,Niagara Falls MFV,164297,Southern Nearshore
45.0,Niagara Falls MFV,164292,Mid-Atlantic Coastal Waters Area
46.0,St. George MFV,164297,Southern Nearshore
46.0,St. George MFV,164292,Mid-Atlantic Coastal Waters Area
47.0,Two Friends MFV,164297,Southern Nearshore
47.0,Two Friends MFV,164292,Mid-Atlantic Coastal Waters Area
48.0,Ana Palmira MFV,164297,Southern Nearshore
48.0,Ana Palmira MFV,164292,Mid-Atlantic Coastal Waters Area
49.0,Connie F.,164168,Waters off New Jersey
49.0,Connie F.,164297,Southern Nearshore
49.0,Connie F.,164292,Mid-Atlantic Coastal Waters Area
50.0,Hancock,164168,Waters off New Jersey
50.0,Hancock,164297,Southern Nearshore
50.0,Hancock,164292,Mid-Atlantic Coastal Waters Area
51.0,Mary N,164168,Waters off New Jersey
51.0,Mary N,164297,Southern Nearshore
51.0,Mary N,164292,Mid-Atlantic Coastal Waters Area
52.0,Alec N,164168,Waters off New Jersey
52.0,Alec N,164297,Southern Nearshore
52.0,Alec N,164292,Mid-Atlantic Coastal Waters Area
53.0,J. J.,164297,Southern Nearshore
53.0,J. J.,164292,Mid-Atlantic Coastal Waters Area
54.0,Unnamed,164297,Southern Nearshore
54.0,Unnamed,164292,Mid-Atlantic Coastal Waters Area
110.0,AR-130 site,164296,Southern Mid-Atlantic Waters
110.0,AR-130 site,164297,Southern Nearshore
110.0,AR-130 site,164292,Mid-Atlantic Coastal Waters Area
111.0,Firefighter (AR-370 site),164296,Southern Mid-Atlantic Waters
111.0,Firefighter (AR-370 site),164292,Mid-Atlantic Coastal Waters Area
112.0,AR-370 site,164296,Southern Mid-Atlantic Waters
112.0,AR-370 site,164292,Mid-Atlantic Coastal Waters Area
113.0,AR-370 site,164296,Southern Mid-Atlantic Waters
113.0,AR-370 site,164292,Mid-Atlantic Coastal Waters Area
114.0,Theodore Parker (AR-315 site),164296,Southern Mid-Atlantic Waters
114.0,Theodore Parker (AR-315 site),164292,Mid-Atlantic Coastal Waters Area
115.0,Alexander Ramsey (AR-370 site),164296,Southern Mid-Atlantic Waters
115.0,Alexander Ramsey (AR-370 site),164292,Mid-Atlantic Coastal Waters Area
116.0,Finest kind (AR-315 site),164296,Southern Mid-Atlantic Waters
116.0,Finest kind (AR-315 site),164292,Mid-Atlantic Coastal Waters Area
117.0,AR-370 site,164296,Southern Mid-Atlantic Waters
117.0,AR-370 site,164292,Mid-Atlantic Coastal Waters Area
118.0,Socony 8 (AR-370 site),164296,Southern Mid-Atlantic Waters
118.0,Socony 8 (AR-370 site),164292,Mid-Atlantic Coastal Waters Area
119.0,Stone Brothers (AR-370 site),164296,Southern Mid-Atlantic Waters
119.0,Stone Brothers (AR-370 site),164292,Mid-Atlantic Coastal Waters Area
120.0,AR-378B site,164296,Southern Mid-Atlantic Waters
120.0,AR-378B site,164292,Mid-Atlantic Coastal Waters Area
121.0,AR-378B site,164296,Southern Mid-Atlantic Waters
121.0,AR-378B site,164292,Mid-Atlantic Coastal Waters Area
122.0,AR-378B site,164296,Southern Mid-Atlantic Waters
122.0,AR-378B site,164292,Mid-Atlantic Coastal Waters Area
123.0,R. R. Stone (AR-382 site),164296,Southern Mid-Atlantic Waters
123.0,R. R. Stone (AR-382 site),164292,Mid-Atlantic Coastal Waters Area
124.0,Pocahontas (AR-382 site),164296,Southern Mid-Atlantic Waters
124.0,Pocahontas (AR-382 site),164292,Mid-Atlantic Coastal Waters Area
125.0,Novelty (AR-320 site),164296,Southern Mid-Atlantic Waters
125.0,Novelty (AR-320 site),164292,Mid-Atlantic Coastal Waters Area
126.0,AR-145 site,164296,Southern Mid-Atlantic Waters
126.0,AR-145 site,164297,Southern Nearshore
126.0,AR-145 site,164292,Mid-Atlantic Coastal Waters Area
128.0,Mr. J.C.,164296,Southern Mid-Atlantic Waters
128.0,Mr. J.C.,164292,Mid-Atlantic Coastal Waters Area
129.0,Hyde (AR-386 site),164296,Southern Mid-Atlantic Waters
129.0,Hyde (AR-386 site),164292,Mid-Atlantic Coastal Waters Area
130.0,AR-140 site,164296,Southern Mid-Atlantic Waters
130.0,AR-140 site,164297,Southern Nearshore
130.0,AR-140 site,164292,Mid-Atlantic Coastal Waters Area
131.0,AR-140 site,164296,Southern Mid-Atlantic Waters
131.0,AR-140 site,164297,Southern Nearshore
131.0,AR-140 site,164292,Mid-Atlantic Coastal Waters Area
132.0,AR-315 site,164296,Southern Mid-Atlantic Waters
132.0,AR-315 site,164292,Mid-Atlantic Coastal Waters Area
133.0,LCM 6 (AR-364 site),164296,Southern Mid-Atlantic Waters
133.0,LCM 6 (AR-364 site),164292,Mid-Atlantic Coastal Waters Area
134.0,FS-26 (AR-300 site),164296,Southern Mid-Atlantic Waters
134.0,FS-26 (AR-300 site),164292,Mid-Atlantic Coastal Waters Area
135.0,Nancy Lee (AR-285 site),164296,Southern Mid-Atlantic Waters
135.0,Nancy Lee (AR-285 site),164292,Mid-Atlantic Coastal Waters Area
136.0,Yancey (AR-302 site),164296,Southern Mid-Atlantic Waters
136.0,Yancey (AR-302 site),164292,Mid-Atlantic Coastal Waters Area
137.0,Jell II (AR-455 site),164296,Southern Mid-Atlantic Waters
137.0,Jell II (AR-455 site),164292,Mid-Atlantic Coastal Waters Area
138.0,AR-230 site,164296,Southern Mid-Atlantic Waters
138.0,AR-230 site,164292,Mid-Atlantic Coastal Waters Area
139.0,AR-230 site,164296,Southern Mid-Atlantic Waters
139.0,AR-230 site,164292,Mid-Atlantic Coastal Waters Area
140.0,Captain Tom (AR-364 site),164296,Southern Mid-Atlantic Waters
140.0,Captain Tom (AR-364 site),164292,Mid-Atlantic Coastal Waters Area
141.0,Miss Clara (AR-255 site),164296,Southern Mid-Atlantic Waters
141.0,Miss Clara (AR-255 site),164292,Mid-Atlantic Coastal Waters Area
144.0,Advance II (AR-145 site),164296,Southern Mid-Atlantic Waters
144.0,Advance II (AR-145 site),164297,Southern Nearshore
144.0,Advance II (AR-145 site),164292,Mid-Atlantic Coastal Waters Area
145.0,Captain Jerry (AR-364),164296,Southern Mid-Atlantic Waters
145.0,Captain Jerry (AR-364),164292,Mid-Atlantic Coastal Waters Area
146.0,LC-16 (AR-368 site),164296,Southern Mid-Atlantic Waters
146.0,LC-16 (AR-368 site),164292,Mid-Atlantic Coastal Waters Area
147.0,Markham (AR-386 site),164296,Southern Mid-Atlantic Waters
147.0,Markham (AR-386 site),164292,Mid-Atlantic Coastal Waters Area
148.0,Gulf Coast (AR-275 site),164296,Southern Mid-Atlantic Waters
148.0,Gulf Coast (AR-275 site),164292,Mid-Atlantic Coastal Waters Area
149.0,Mance Lassiter (AR-465 site),164291,Southeast U.S.
150.0,HT-290 (AR-364 site),164296,Southern Mid-Atlantic Waters
150.0,HT-290 (AR-364 site),164292,Mid-Atlantic Coastal Waters Area
151.0,Takos (AR-315 site),164296,Southern Mid-Atlantic Waters
151.0,Takos (AR-315 site),164292,Mid-Atlantic Coastal Waters Area
153.0,Titan (AR-345 site),164296,Southern Mid-Atlantic Waters
153.0,Titan (AR-345 site),164292,Mid-Atlantic Coastal Waters Area
157.0,Nepomuk (AR-330 site),164296,Southern Mid-Atlantic Waters
157.0,Nepomuk (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
158.0,OV10 Broncho (AR-315 site),164296,Southern Mid-Atlantic Waters
158.0,OV10 Broncho (AR-315 site),164292,Mid-Atlantic Coastal Waters Area
159.0,A-4E Skyhawk (AR-315 site),164296,Southern Mid-Atlantic Waters
159.0,A-4E Skyhawk (AR-315 site),164292,Mid-Atlantic Coastal Waters Area
160.0,C-130 (AR-330 site),164296,Southern Mid-Atlantic Waters
160.0,C-130 (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
161.0,C-130 (AR-330 site),164296,Southern Mid-Atlantic Waters
161.0,C-130 (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
162.0,USCG HU-25 Falcon 2101 (AR-145 site),164296,Southern Mid-Atlantic Waters
162.0,USCG HU-25 Falcon 2101 (AR-145 site),164297,Southern Nearshore
162.0,USCG HU-25 Falcon 2101 (AR-145 site),164292,Mid-Atlantic Coastal Waters Area
163.0,USCG HU-25 Falcon 2101 (AR-145 site),164296,Southern Mid-Atlantic Waters
163.0,USCG HU-25 Falcon 2101 (AR-145 site),164297,Southern Nearshore
163.0,USCG HU-25 Falcon 2101 (AR-145 site),164292,Mid-Atlantic Coastal Waters Area
164.0,AR-130 site,164296,Southern Mid-Atlantic Waters
164.0,AR-130 site,164297,Southern Nearshore
164.0,AR-130 site,164292,Mid-Atlantic Coastal Waters Area
165.0,AR-130 site,164296,Southern Mid-Atlantic Waters
165.0,AR-130 site,164297,Southern Nearshore
165.0,AR-130 site,164292,Mid-Atlantic Coastal Waters Area
166.0,AR-130 site,164296,Southern Mid-Atlantic Waters
166.0,AR-130 site,164297,Southern Nearshore
166.0,AR-130 site,164292,Mid-Atlantic Coastal Waters Area
167.0,AR-140 site,164296,Southern Mid-Atlantic Waters
167.0,AR-140 site,164297,Southern Nearshore
167.0,AR-140 site,164292,Mid-Atlantic Coastal Waters Area
168.0,Lookout (AR-298/OS-06 site),164296,Southern Mid-Atlantic Waters
168.0,Lookout (AR-298/OS-06 site),164292,Mid-Atlantic Coastal Waters Area
169.0,Longbay (AR-298/OS-06 site),164292,Mid-Atlantic Coastal Waters Area
170.0,AR-298/OS-06 site,164292,Mid-Atlantic Coastal Waters Area
176.0,Alton Lennon (AR-386 site),164296,Southern Mid-Atlantic Waters
176.0,Alton Lennon (AR-386 site),164292,Mid-Atlantic Coastal Waters Area
177.0,AR-386 site,164296,Southern Mid-Atlantic Waters
177.0,AR-386 site,164292,Mid-Atlantic Coastal Waters Area
178.0,AR-378 site,164296,Southern Mid-Atlantic Waters
178.0,AR-378 site,164292,Mid-Atlantic Coastal Waters Area
179.0,AR-376 site,164296,Southern Mid-Atlantic Waters
179.0,AR-376 site,164292,Mid-Atlantic Coastal Waters Area
180.0,AR-372 site,164296,Southern Mid-Atlantic Waters
180.0,AR-372 site,164292,Mid-Atlantic Coastal Waters Area
181.0,AR-372 site,164296,Southern Mid-Atlantic Waters
181.0,AR-372 site,164292,Mid-Atlantic Coastal Waters Area
182.0,AR-372 site,164296,Southern Mid-Atlantic Waters
182.0,AR-372 site,164292,Mid-Atlantic Coastal Waters Area
183.0,AR-368 site,164296,Southern Mid-Atlantic Waters
183.0,AR-368 site,164292,Mid-Atlantic Coastal Waters Area
184.0,AR-366 site,164296,Southern Mid-Atlantic Waters
184.0,AR-366 site,164292,Mid-Atlantic Coastal Waters Area
185.0,AR-366 site,164296,Southern Mid-Atlantic Waters
185.0,AR-366 site,164292,Mid-Atlantic Coastal Waters Area
186.0,AR-362 site,164296,Southern Mid-Atlantic Waters
186.0,AR-362 site,164292,Mid-Atlantic Coastal Waters Area
187.0,AR-355 site,164296,Southern Mid-Atlantic Waters
187.0,AR-355 site,164292,Mid-Atlantic Coastal Waters Area
188.0,AR-345 site,164296,Southern Mid-Atlantic Waters
188.0,AR-345 site,164292,Mid-Atlantic Coastal Waters Area
189.0,AR-340 site,164296,Southern Mid-Atlantic Waters
189.0,AR-340 site,164292,Mid-Atlantic Coastal Waters Area
190.0,TBM IX (AR-330 site),164296,Southern Mid-Atlantic Waters
190.0,TBM IX (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
191.0,Cement Lady (AR-330 site),164296,Southern Mid-Atlantic Waters
191.0,Cement Lady (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
192.0,Indra (AR-330 site),164296,Southern Mid-Atlantic Waters
192.0,Indra (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
193.0,Hard Rock (AR-330 site),164296,Southern Mid-Atlantic Waters
193.0,Hard Rock (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
194.0,Tramp (AR-330 site),164296,Southern Mid-Atlantic Waters
194.0,Tramp (AR-330 site),164292,Mid-Atlantic Coastal Waters Area
195.0,James J. Francesconi(AR-330 site),164296,Southern Mid-Atlantic Waters
195.0,James J. Francesconi(AR-330 site),164292,Mid-Atlantic Coastal Waters Area
196.0,Zane Grey (AR-160 site),164296,Southern Mid-Atlantic Waters
196.0,Zane Grey (AR-160 site),164297,Southern Nearshore
196.0,Zane Grey (AR-160 site),164292,Mid-Atlantic Coastal Waters Area
197.0,Dionysus,164296,Southern Mid-Atlantic Waters
197.0,Dionysus,164297,Southern Nearshore
197.0,Dionysus,164292,Mid-Atlantic Coastal Waters Area
198.0,AR-225 site,164296,Southern Mid-Atlantic Waters
198.0,AR-225 site,164292,Mid-Atlantic Coastal Waters Area
199.0,Spar (AR-305 site),164296,Southern Mid-Atlantic Waters
199.0,Spar (AR-305 site),164292,Mid-Atlantic Coastal Waters Area
200.0,Aeolus (AR-305 site),164296,Southern Mid-Atlantic Waters
200.0,Aeolus (AR-305 site),164292,Mid-Atlantic Coastal Waters Area
225.0,Little River Offshore Reef,164291,Southeast U.S.
226.0,Little River Offshore Reef,164291,Southeast U.S.
227.0,Little River Offshore Reef,164291,Southeast U.S.
228.0,Little River Offshore Reef,164291,Southeast U.S.
229.0,Little River Offshore Reef,164291,Southeast U.S.
230.0,Little River Offshore Reef,164291,Southeast U.S.
231.0,Little River Offshore Reef,164291,Southeast U.S.
232.0,Little River Offshore Reef,164291,Southeast U.S.
233.0,Little River Offshore Reef,164291,Southeast U.S.
234.0,Little River Offshore Reef,164291,Southeast U.S.
235.0,Little River Offshore Reef,164291,Southeast U.S.
236.0,Barracuda Alley,164291,Southeast U.S.
237.0,Barracuda Alley,164291,Southeast U.S.
238.0,Barracuda Alley,164291,Southeast U.S.
239.0,Barracuda Alley,164291,Southeast U.S.
240.0,Barracuda Alley,164291,Southeast U.S.
241.0,Barracuda Alley,164291,Southeast U.S.
242.0,Barracuda Alley,164291,Southeast U.S.
243.0,Barracuda Alley,164291,Southeast U.S.
244.0,Barracuda Alley,164291,Southeast U.S.
245.0,Barracuda Alley,164291,Southeast U.S.
246.0,Barracuda Alley,164291,Southeast U.S.
247.0,Barracuda Alley,164291,Southeast U.S.
248.0,Barracuda Alley,164291,Southeast U.S.
249.0,Barracuda Alley,164291,Southeast U.S.
250.0,YO-225 - Will Goldfinch Reef,164291,Southeast U.S.
251.0,Will Goldfinch Reef,164291,Southeast U.S.
252.0,BP-25 Reef,164291,Southeast U.S.
253.0,Bill Perry Jr Reef,164291,Southeast U.S.
254.0,Bill Perry Jr Reef,164291,Southeast U.S.
255.0,Bill Perry Jr Reef,164291,Southeast U.S.
256.0,Bill Perry Jr Reef,164291,Southeast U.S.
257.0,Bill Perry Jr Reef,164291,Southeast U.S.
258.0,Bill Perry Jr Reef,164291,Southeast U.S.
259.0,Bill Perry Jr Reef,164291,Southeast U.S.
260.0,Bill Perry Jr Reef,164291,Southeast U.S.
261.0,Bill Perry Jr Reef,164291,Southeast U.S.
262.0,Bill Perry Jr Reef,164291,Southeast U.S.
263.0,Bill Perry Jr Reef,164291,Southeast U.S.
264.0,Bill Perry Jr Reef,164291,Southeast U.S.
265.0,Bill Perry Jr Reef,164291,Southeast U.S.
266.0,Bill Perry Jr Reef,164291,Southeast U.S.
267.0,Bill Perry Jr Reef,164291,Southeast U.S.
268.0,Bill Perry Jr Reef,164291,Southeast U.S.
269.0,Bill Perry Jr Reef,164291,Southeast U.S.
270.0,Bill Perry Jr Reef,164291,Southeast U.S.
271.0,Bill Perry Jr Reef,164291,Southeast U.S.
272.0,Paradise Reef,164291,Southeast U.S.
273.0,Paradise Reef,164291,Southeast U.S.
274.0,Bruce Rush Reef,164291,Southeast U.S.
275.0,Bruce Rush Reef,164291,Southeast U.S.
276.0,Ten Mile Reef,164291,Southeast U.S.
277.0,Eleven Mile Reef,164291,Southeast U.S.
278.0,Eleven Mile Reef,164291,Southeast U.S.
279.0,Eleven Mile Reef,164291,Southeast U.S.
280.0,Eleven Mile Reef,164291,Southeast U.S.
281.0,Eleven Mile Reef,164291,Southeast U.S.
282.0,Eleven Mile Reef,164291,Southeast U.S.
283.0,Eleven Mile Reef,164291,Southeast U.S.
284.0,Eleven Mile Reef,164291,Southeast U.S.
285.0,Pawley's Island Reef,164291,Southeast U.S.
286.0,Pawley's Island Reef,164291,Southeast U.S.
287.0,Pawley's Island Reef,164291,Southeast U.S.
288.0,Pawley's Island Reef,164291,Southeast U.S.
289.0,Pawley's Island Reef,164291,Southeast U.S.
290.0,Pawley's Island Reef,164291,Southeast U.S.
292.0,Pawley's Island Reef,164291,Southeast U.S.
293.0,Pawley's Island Reef,164291,Southeast U.S.
294.0,Pawley's Island Reef,164291,Southeast U.S.
295.0,Tommy Pierce Reef,164291,Southeast U.S.
296.0,Wayne Upchurch Reef,164291,Southeast U.S.
297.0,Wayne Upchurch Reef,164291,Southeast U.S.
298.0,Wayne Upchurch Reef,164291,Southeast U.S.
299.0,Wayne Upchurch Reef,164291,Southeast U.S.
300.0,Wayne Upchurch Reef,164291,Southeast U.S.
301.0,Wayne Upchurch Reef,164291,Southeast U.S.
302.0,Wayne Upchurch Reef,164291,Southeast U.S.
303.0,Georgetown Reef,164291,Southeast U.S.
304.0,Georgetown Reef,164291,Southeast U.S.
305.0,Georgetown Reef,164291,Southeast U.S.
306.0,Georgetown Reef,164291,Southeast U.S.
307.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
308.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
309.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
310.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
311.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
312.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
313.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
314.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
315.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
316.0,Georgetown  Nearshore Reef,164291,Southeast U.S.
317.0,Capt. Sam Crayton reef,164291,Southeast U.S.
318.0,Capt. Sam Crayton reef,164291,Southeast U.S.
319.0,Pop DuBose's Place,164291,Southeast U.S.
320.0,C.J. Davidson Jr Reef,164291,Southeast U.S.
321.0,C.J. Davidson Jr Reef,164291,Southeast U.S.
322.0,Vermilion,164291,Southeast U.S.
323.0,Eagle - Greenville Reef,164291,Southeast U.S.
324.0,YSR-38 - Greenville Reef,164291,Southeast U.S.
325.0,YOG-78 - Greenville Reef,164291,Southeast U.S.
326.0,Greenville Reef,164291,Southeast U.S.
327.0,Greenville Reef,164291,Southeast U.S.
328.0,JoAnn - Greenville Reef,164291,Southeast U.S.
329.0,America - Ralph H Skelton Reef,164291,Southeast U.S.
330.0,Cape Romain Reef,164291,Southeast U.S.
331.0,Cape Romain Reef,164291,Southeast U.S.
332.0,Dolphin - Cape Romain Reef,164291,Southeast U.S.
333.0,Cape Romain Reef,164291,Southeast U.S.
334.0,Cape Romain Reef,164291,Southeast U.S.
335.0,Hector - Hector Reef,164291,Southeast U.S.
336.0,Hector Reef,164291,Southeast U.S.
337.0,Hector Reef,164291,Southeast U.S.
338.0,Hector Reef,164291,Southeast U.S.
339.0,Capers Reef,164291,Southeast U.S.
340.0,Capers Reef,164291,Southeast U.S.
341.0,Capers Reef,164291,Southeast U.S.
342.0,Capers Reef,164291,Southeast U.S.
343.0,Capers Reef,164291,Southeast U.S.
344.0,Capers Reef,164291,Southeast U.S.
345.0,Capers Reef,164291,Southeast U.S.
346.0,Capers Reef,164291,Southeast U.S.
347.0,Capers Reef,164291,Southeast U.S.
348.0,Capers Reef,164291,Southeast U.S.
349.0,Capers Reef,164291,Southeast U.S.
350.0,Capers Reef,164291,Southeast U.S.
351.0,Kimberly - Y-73 Reef,164291,Southeast U.S.
352.0,Tanda - Y-73 Reef,164291,Southeast U.S.
353.0,Helen - Y-73 Reef,164291,Southeast U.S.
354.0,Y-73 - Y-73 Reef,164291,Southeast U.S.
355.0,Charleston 60' Reef,164291,Southeast U.S.
356.0,Charleston 60' Reef,164291,Southeast U.S.
357.0,Charleston 60' Reef,164291,Southeast U.S.
358.0,Charleston 60' Reef,164291,Southeast U.S.
359.0,Charleston Nearshore Reef,164291,Southeast U.S.
360.0,Charleston Nearshore Reef,164291,Southeast U.S.
361.0,Charleston Nearshore Reef,164291,Southeast U.S.
362.0,Charleston Nearshore Reef,164291,Southeast U.S.
363.0,Charleston Coastal Anglers Reef,164291,Southeast U.S.
364.0,Anne Richards - Comanche Reef,164291,Southeast U.S.
365.0,Comanche - Comanche Reef,164291,Southeast U.S.
366.0,Nanami - Comanche Reef,164291,Southeast U.S.
367.0,Kiawah Reef,164291,Southeast U.S.
368.0,Kiawah Reef,164291,Southeast U.S.
369.0,Kiawah Reef,164291,Southeast U.S.
370.0,Kiawah Reef,164291,Southeast U.S.
371.0,Coppedge - Kiawah Reef,164291,Southeast U.S.
372.0,Kiawah Reef,164291,Southeast U.S.
373.0,Kiawah Reef,164291,Southeast U.S.
374.0,Kiawah Reef,164291,Southeast U.S.
375.0,Kiawah Reef,164291,Southeast U.S.
376.0,Kiawah Reef,164291,Southeast U.S.
377.0,Page - Edisto Reef,164291,Southeast U.S.
378.0,YDT-16 - Edisto Reef,164291,Southeast U.S.
379.0,Edisto Reef,164291,Southeast U.S.
380.0,Edisto Reef,164291,Southeast U.S.
381.0,Edisto Reef,164291,Southeast U.S.
382.0,Edisto Reef,164291,Southeast U.S.
383.0,Edisto Reef,164291,Southeast U.S.
384.0,Edisto Reef,164291,Southeast U.S.
385.0,Edisto Reef,164291,Southeast U.S.
386.0,Edisto Reef,164291,Southeast U.S.
387.0,CCA-Edisto reef,164291,Southeast U.S.
389.0,CCA-Edisto reef,164291,Southeast U.S.
390.0,CCA-Edisto reef,164291,Southeast U.S.
391.0,CCA-Edisto reef,164291,Southeast U.S.
392.0,CCA-Edisto reef,164291,Southeast U.S.
393.0,N. Edisto Nearshore reef,164291,Southeast U.S.
394.0,N. Edisto Nearshore reef,164291,Southeast U.S.
395.0,N. Edisto Nearshore reef,164291,Southeast U.S.
396.0,N. Edisto Nearshore reef,164291,Southeast U.S.
397.0,Capt. Morgan - CCA-McClellanville Reef,164291,Southeast U.S.
398.0,Duane Merrit - Jimmy Leland Reef,164291,Southeast U.S.
399.0,Researcher - Edisto Offshore Reef,164291,Southeast U.S.
400.0,Edisto Offshore Reef,164291,Southeast U.S.
401.0,Waban - Edisto Offshore Reef,164291,Southeast U.S.
402.0,Forgiven - Edisto Offshore Reef,164291,Southeast U.S.
403.0,Fripp Island Reef,164291,Southeast U.S.
404.0,Fripp Island Reef,164291,Southeast U.S.
405.0,Fripp Island Reef,164291,Southeast U.S.
406.0,Fripp Island Reef,164291,Southeast U.S.
407.0,Fripp Island Reef,164291,Southeast U.S.
408.0,Fripp Island Reef,164291,Southeast U.S.
409.0,Fripp Island Reef,164291,Southeast U.S.
410.0,Fripp Island Reef,164291,Southeast U.S.
411.0,Hunting Island Reef,164291,Southeast U.S.
412.0,Hunting Island Reef,164291,Southeast U.S.
413.0,Hunting Island Reef,164291,Southeast U.S.
414.0,Hunting Island Reef,164291,Southeast U.S.
415.0,Hunting Island Reef,164291,Southeast U.S.
416.0,Hunting Island Reef,164291,Southeast U.S.
417.0,Hunting Island Reef,164291,Southeast U.S.
418.0,Hunting Island Reef,164291,Southeast U.S.
419.0,Hunting Island Reef,164291,Southeast U.S.
420.0,Hunting Island Reef,164291,Southeast U.S.
421.0,General Gordon Reef,164291,Southeast U.S.
422.0,General Gordon - General Gordon Reef,164291,Southeast U.S.
423.0,Beaufort 45' Reef,164291,Southeast U.S.
424.0,Beaufort 45' Reef,164291,Southeast U.S.
425.0,Beaufort 45' Reef,164291,Southeast U.S.
426.0,Beaufort 45' Reef,164291,Southeast U.S.
427.0,Beaufort 45' Reef,164291,Southeast U.S.
428.0,Beaufort 45' Reef,164291,Southeast U.S.
429.0,Beaufort 45' Reef,164291,Southeast U.S.
430.0,Beaufort 45' Reef,164291,Southeast U.S.
431.0,Beaufort 45' Reef,164291,Southeast U.S.
432.0,Beaufort 45' Reef,164291,Southeast U.S.
433.0,Beaufort 45' Reef,164291,Southeast U.S.
434.0,Beaufort 45' Reef,164291,Southeast U.S.
435.0,Beaufort 45' Reef,164291,Southeast U.S.
436.0,Betsy Ross - Betsy Ross Reef,164291,Southeast U.S.
437.0,YO-224 - Betsy Ross Reef,164291,Southeast U.S.
438.0,Betsy Ross Reef,164291,Southeast U.S.
439.0,Betsy Ross Reef,164291,Southeast U.S.
440.0,Betsy Ross Reef,164291,Southeast U.S.
441.0,Betsy Ross Reef,164291,Southeast U.S.
442.0,Betsy Ross Reef,164291,Southeast U.S.
443.0,Betsy Ross Reef,164291,Southeast U.S.
444.0,Betsy Ross Reef,164291,Southeast U.S.
445.0,White Water Reef,164291,Southeast U.S.
446.0,White Water Reef,164291,Southeast U.S.
447.0,White Water Reef,164291,Southeast U.S.
448.0,White Water Reef,164291,Southeast U.S.
449.0,Eagle's Nest Reef,164291,Southeast U.S.
450.0,Eagle's Nest Reef,164291,Southeast U.S.
451.0,Eagle's Nest Reef,164291,Southeast U.S.
452.0,Eagle's Nest Reef,164291,Southeast U.S.
453.0,Eagle's Nest Reef,164291,Southeast U.S.
454.0,Eagle's Nest Reef,164291,Southeast U.S.
455.0,Eagle's Nest Reef,164291,Southeast U.S.
456.0,Eagle's Nest Reef,164291,Southeast U.S.
457.0,Eagle's Nest Reef,164291,Southeast U.S.
458.0,Eagle's Nest Reef,164291,Southeast U.S.
459.0,Eagle's Nest Reef,164291,Southeast U.S.
460.0,Eagle's Nest Reef,164291,Southeast U.S.
461.0,Eagle's Nest Reef,164291,Southeast U.S.
462.0,Eagle's Nest Reef,164291,Southeast U.S.
463.0,Eagle's Nest Reef,164291,Southeast U.S.
464.0,Hilton Head Reef,164291,Southeast U.S.
465.0,Hilton Head Reef,164291,Southeast U.S.
466.0,Hilton Head Reef,164291,Southeast U.S.
467.0,Hilton Head Reef,164291,Southeast U.S.
468.0,Hilton Head Reef,164291,Southeast U.S.
